40	-1136	2032	15936	0	0	0	0	0	0	0	0	0	32768	0	0	0	0	0	95	142	0	0	0	38
41	-960	2448	15760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	142	0	0	0	34
42	-1280	2192	15904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	142	0	0	1	31
43	-1632	2416	15920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	142	1	0	1	28
44	-1584	2400	15872	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	1	1	2	25
45	-1232	2336	15920	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	2	1	2	25
46	-1344	2032	15968	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	2	1	3	24
47	-1264	2016	15968	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	3	1	4	24
48	-1584	2096	15600	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	3	2	5	20
49	-1248	2128	15600	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	3	1	4	19
50	-1552	2352	15952	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	3	1	4	20
51	-1408	2672	15952	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	2	1	5	35
52	-1600	2560	15968	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	2	1	5	62
53	-1584	2320	15920	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	5	4	24	60
54	-1664	2016	15952	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	5	5	24	51
55	-1664	2880	15520	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	5	5	25	44
56	-1536	2560	15536	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	5	5	24	35
57	-2320	2208	15488	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	95	142	5	5	24	30
58	-2432	2544	15648	0	0	26	0	0	0	0	0	2	8192	0	0	0	0	0	95	142	5	5	24	26
59	-2832	2352	15632	0	0	26	0	0	0	0	0	0	8192	0	0	3	0	0	95	142	5	5	24	25
60	-2752	2560	15648	0	0	26	0	0	0	0	0	0	8192	0	0	5	0	0	95	142	6	5	24	28
